psiturk_id_sa,trial_no_sa,Participant_data_sa,psiturk_id_w,trial_no_w,Participant_data_w,psiturk_id_q,trial_no_q,Participant_data_q,state,action,observation,end_state,reward,cost,nearness_to_berth,total_reward
debug02Bzm:debugGvW87,52,high,debug02Bzm:debugGvW87,16,low,debug02Bzm:debugGvW87,50, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_low_block_berth_1,wh_question,command_drop_berth_2,high_low_drop_berth_2,50,-5,1,46
debug02Bzm:debugGvW87,52,high,debug02Bzm:debugGvW87,23,low,debug02Bzm:debugGvW87,25, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_low_block_berth_1,wh_question,command_drop_berth_2,high_low_drop_berth_2,50,-5,1,46
debug02Bzm:debugGvW87,53,high,debug02Bzm:debugGvW87,44,high,debug02Bzm:debugGvW87,57, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_high_block_berth_3,wh_question,command_drop_berth_1,high_high_drop_berth_1,50,-5,1,46
debug02Bzm:debugGvW87,53,high,debug02Bzm:debugGvW87,86,high,debug02Bzm:debugGvW87,99, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_high_block_berth_2,wh_question,command_drop_berth_1,low_high_drop_berth_1,50,-5,1,46
debug02Bzm:debugGvW87,114,low,debug02Bzm:debugGvW87,113,high,debug02Bzm:debugGvW87,140, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_high_block_berth_1,wh_question,command_drop_berth_2,low_high_drop_berth_2,50,-5,1,46
debug02Bzm:debugGvW87,114,low,debug02Bzm:debugGvW87,173,high,debug02Bzm:debugGvW87,195, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_high_block_berth_1,wh_question,command_drop_berth_3,low_high_drop_berth_3,50,-5,-2,43
debug09YJi:debuggibfO,273,high,debug09YJi:debuggibfO,41,medium,debug09YJi:debuggibfO,43, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,high_medium_block_berth_2,yn_question,command_yes_drop_berth_1,high_medium_drop_berth_1,50,-5,1,46
debug09YJi:debuggibfO,273,high,debug09YJi:debuggibfO,76,medium,debug09YJi:debuggibfO,114, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,high_medium_block_berth_3,yn_question,command_yes_drop_berth_2,high_medium_drop_berth_2,50,-5,1,46
debug09YJi:debuggibfO,273,high,debug09YJi:debuggibfO,173,low,debug09YJi:debuggibfO,182, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,high_low_block_berth_2,yn_question,command_yes_drop_berth_3,high_medium_drop_berth_3,50,-5,1,46
debug09YJi:debuggibfO,273,high,debug09YJi:debuggibfO,201,medium,debug09YJi:debuggibfO,230, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,high_medium_block_berth_3,yn_question,command_yes_drop_berth_2,high_high_drop_berth_2,50,-5,1,46
debug09YJi:debuggibfO,274,high,debug09YJi:debuggibfO,350,high,debug09YJi:debuggibfO,332, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,high_high_block_berth_2,yn_question,command_yes_drop_berth_1,high_high_drop_berth_1,50,-5,1,46
debug0a3UO:debugYJli2,65,high,debug0a3UO:debugYJli2,27,medium,debug0a3UO:debugYJli2,9, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 1?,high_medium_block_berth_3,yn_question,command_yes_drop_berth_1,high_medium_drop_berth_1,50,-5,1,46
debug0a3UO:debugYJli2,65,high,debug0a3UO:debugYJli2,47,high,debug0a3UO:debugYJli2,49, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,high_high_block_berth_3,yn_question,command_yes_drop_berth_2,high_high_drop_berth_2,50,-5,1,46
debug0a3UO:debugYJli2,65,high,debug0a3UO:debugYJli2,75,medium,debug0a3UO:debugYJli2,87, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,high_medium_block_berth_2,yn_question,command_yes_drop_berth_3,low_medium_drop_berth_3,50,-5,1,46
debug0a3UO:debugYJli2,505,low,debug0a3UO:debugYJli2,144,medium,debug0a3UO:debugYJli2,158, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,low_medium_block_berth_3,yn_question,command_yes_drop_berth_2,high_medium_drop_berth_2,50,-5,1,46
debug0a3UO:debugYJli2,231,low,debug0a3UO:debugYJli2,201,medium,debug0a3UO:debugYJli2,233, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,low_medium_block_berth_1,yn_question,command_yes_drop_berth_2,low_low_drop_berth_2,50,-5,1,46
debug0a3UO:debugYJli2,231,low,debug0a3UO:debugYJli2,278,medium,debug0a3UO:debugYJli2,350, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 3?,low_medium_block_berth_1,yn_question,command_yes_drop_berth_3,low_low_drop_berth_3,50,-5,1,46
debug0aYxj:debug4WLqg,24,high,debug0aYxj:debug4WLqg,23,low,debug0aYxj:debug4WLqg,50, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_low_block_berth_2,wh_question,command_drop_berth_1,high_low_drop_berth_1,50,-5,1,46
debug0aYxj:debug4WLqg,24,high,debug0aYxj:debug4WLqg,23,low,debug0aYxj:debug4WLqg,39, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_low_block_berth_1,wh_question,command_drop_berth_2,high_medium_drop_berth_2,50,-5,1,46
debug0aYxj:debug4WLqg,83,low,debug0aYxj:debug4WLqg,63,medium,debug0aYxj:debug4WLqg,85, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_medium_block_berth_2,wh_question,command_drop_berth_1,low_high_drop_berth_1,50,-5,1,46
debug0aYxj:debug4WLqg,83,low,debug0aYxj:debug4WLqg,130,high,debug0aYxj:debug4WLqg,138, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_high_block_berth_1,wh_question,command_drop_berth_2,high_high_drop_berth_2,50,-5,1,46
debug0aYxj:debug4WLqg,139,high,debug0aYxj:debug4WLqg,164,high,debug0aYxj:debug4WLqg,199, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_high_block_berth_3,wh_question,command_drop_berth_1,high_high_drop_berth_1,50,-5,1,46
debug0aYxj:debug4WLqg,139,high,debug0aYxj:debug4WLqg,243,high,debug0aYxj:debug4WLqg,266, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_high_block_berth_2,wh_question,command_drop_berth_1,high_high_drop_berth_1,50,-5,1,46
debug0d3dF:debugEDRl0,37,high,debug0d3dF:debugEDRl0,44,medium,debug0d3dF:debugEDRl0,46, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,high_medium_block_berth_1,yn_question,command_yes_drop_berth_2,high_medium_drop_berth_2,50,-5,1,46
debug0d3dF:debugEDRl0,165,high,debug0d3dF:debugEDRl0,163,high,debug0d3dF:debugEDRl0,202, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,high_high_block_berth_1,yn_question,command_yes_drop_berth_2,high_high_drop_berth_2,50,-5,1,46
debug0d3dF:debugEDRl0,165,high,debug0d3dF:debugEDRl0,252,high,debug0d3dF:debugEDRl0,273, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,high_high_block_berth_1,yn_question,command_yes_drop_berth_2,high_high_drop_berth_2,50,-5,1,46
debug19lMR:debugx8nBO,51,high,debug19lMR:debugx8nBO,17,low,debug19lMR:debugx8nBO,50, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,high_low_block_berth_3,yn_question,command_yes_drop_berth_2,high_low_drop_berth_2,50,-5,1,46
debug19lMR:debugx8nBO,51,high,debug19lMR:debugx8nBO,32,low,debug19lMR:debugx8nBO,34, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 3?,high_low_block_berth_1,yn_question,command_yes_drop_berth_3,high_low_drop_berth_3,50,-5,1,46
debug19lMR:debugx8nBO,51,high,debug19lMR:debugx8nBO,52,medium,debug19lMR:debugx8nBO,67, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,high_medium_block_berth_2,yn_question,command_yes_drop_berth_1,high_low_drop_berth_1,50,-5,1,46
debug19lMR:debugx8nBO,503,low,debug19lMR:debugx8nBO,508,medium,debug19lMR:debugx8nBO,117, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,low_medium_block_berth_2,yn_question,command_yes_drop_berth_1,low_medium_drop_berth_1,50,-5,1,46
debug19lMR:debugx8nBO,121,low,debug19lMR:debugx8nBO,139,medium,debug19lMR:debugx8nBO,164, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,low_medium_block_berth_1,yn_question,command_yes_drop_berth_2,high_low_drop_berth_2,50,-5,1,46
debug19lMR:debugx8nBO,177,high,debug19lMR:debugx8nBO,202,low,debug19lMR:debugx8nBO,221, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,high_low_block_berth_1,yn_question,command_yes_drop_berth_2,low_low_drop_berth_2,50,-5,1,46
debug1Lm8d:debug6j7z3,70,high,debug1Lm8d:debug6j7z3,16,medium,debug1Lm8d:debug6j7z3,9, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,high_medium_block_berth_1,yn_question,command_yes_drop_berth_2,high_medium_drop_berth_2,50,-5,1,46
debug1Lm8d:debug6j7z3,70,high,debug1Lm8d:debug6j7z3,36,low,debug1Lm8d:debug6j7z3,38, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 3?,high_low_block_berth_1,yn_question,command_yes_drop_berth_3,high_low_drop_berth_3,50,-5,1,46
debug1Lm8d:debug6j7z3,70,high,debug1Lm8d:debug6j7z3,73,low,debug1Lm8d:debug6j7z3,97, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,high_low_block_berth_2,yn_question,command_yes_drop_berth_3,low_low_drop_berth_3,50,-5,1,46
debug1Lm8d:debug6j7z3,506,low,debug1Lm8d:debug6j7z3,141,low,debug1Lm8d:debug6j7z3,154, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,low_low_block_berth_1,yn_question,command_yes_drop_berth_2,low_low_drop_berth_2,50,-5,1,46
debug1Lm8d:debug6j7z3,196,high,debug1Lm8d:debug6j7z3,194,low,debug1Lm8d:debug6j7z3,231, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 1?,high_low_block_berth_3,yn_question,command_yes_drop_berth_1,low_low_drop_berth_1,50,-5,1,46
debug1Lm8d:debug6j7z3,232,low,debug1Lm8d:debug6j7z3,283,low,debug1Lm8d:debug6j7z3,307, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,low_low_block_berth_3,yn_question,command_yes_drop_berth_2,low_low_drop_berth_2,50,-5,1,46
debug1U8Ji:debugetj6l,317,high,debug1U8Ji:debugetj6l,65,low,debug1U8Ji:debugetj6l,67, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,high_low_block_berth_2,yn_question,command_yes_drop_berth_1,high_low_drop_berth_1,50,-5,1,46
debug1U8Ji:debugetj6l,317,high,debug1U8Ji:debugetj6l,500,low,debug1U8Ji:debugetj6l,136, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,high_low_block_berth_2,yn_question,command_yes_drop_berth_1,high_low_drop_berth_1,50,-5,1,46
debug1U8Ji:debugetj6l,317,high,debug1U8Ji:debugetj6l,203,low,debug1U8Ji:debugetj6l,219, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,high_low_block_berth_2,yn_question,command_yes_drop_berth_1,high_low_drop_berth_1,50,-5,1,46
debug1U8Ji:debugetj6l,359,low,debug1U8Ji:debugetj6l,378,low,debug1U8Ji:debugetj6l,411, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,low_low_block_berth_2,yn_question,command_yes_drop_berth_3,high_low_drop_berth_3,50,-5,1,46
debug1Vj8c:debugXnhKM,60,high,debug1Vj8c:debugXnhKM,36,medium,debug1Vj8c:debugXnhKM,50, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_medium_block_berth_3,wh_question,command_drop_berth_2,high_medium_drop_berth_2,50,-5,-2,43
debug1Vj8c:debugXnhKM,60,high,debug1Vj8c:debugXnhKM,81,high,debug1Vj8c:debugXnhKM,83, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_high_block_berth_1,wh_question,command_drop_berth_2,high_high_drop_berth_2,50,-5,1,46
debug1Vj8c:debugXnhKM,60,high,debug1Vj8c:debugXnhKM,148,high,debug1Vj8c:debugXnhKM,192, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_high_block_berth_3,wh_question,command_drop_berth_2,low_medium_drop_berth_2,50,-5,-2,43
debug1Vj8c:debugXnhKM,224,low,debug1Vj8c:debugXnhKM,292,high,debug1Vj8c:debugXnhKM,316, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_high_block_berth_2,wh_question,command_drop_berth_1,low_high_drop_berth_1,50,-5,1,46
debug245Px:debugAemDj,96,low,debug245Px:debugAemDj,43,medium,debug245Px:debugAemDj,50, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,low_medium_block_berth_3,yn_question,command_yes_drop_berth_2,low_medium_drop_berth_2,50,-5,1,46
debug245Px:debugAemDj,96,low,debug245Px:debugAemDj,90,medium,debug245Px:debugAemDj,93, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,low_medium_block_berth_3,yn_question,command_yes_drop_berth_2,low_medium_drop_berth_2,50,-5,1,46
debug245Px:debugAemDj,96,low,debug245Px:debugAemDj,149,medium,debug245Px:debugAemDj,199, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 1?,low_medium_block_berth_3,yn_question,command_yes_drop_berth_1,low_medium_drop_berth_1,50,-5,1,46
debug245Px:debugAemDj,222,low,debug245Px:debugAemDj,296,medium,debug245Px:debugAemDj,318, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,low_medium_block_berth_2,yn_question,command_yes_drop_berth_3,low_medium_drop_berth_3,50,-5,1,46
debug245Px:debugAemDj,345,low,debug245Px:debugAemDj,366,medium,debug245Px:debugAemDj,436, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,low_medium_block_berth_1,yn_question,command_yes_drop_berth_2,low_medium_drop_berth_2,50,-5,1,46
debug245Px:debugAemDj,489,high,debug245Px:debugAemDj,526,medium,debug245Px:debugAemDj,566, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 1?,high_medium_block_berth_3,yn_question,command_yes_drop_berth_1,high_medium_drop_berth_1,50,-5,1,46
debug2XaM1:debugegWPn,111,low,debug2XaM1:debugegWPn,26,high,debug2XaM1:debugegWPn,50, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_high_block_berth_3,wh_question,command_drop_berth_1,low_high_drop_berth_1,50,-5,1,46
debug2XaM1:debugegWPn,111,low,debug2XaM1:debugegWPn,52,high,debug2XaM1:debugegWPn,55, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_high_block_berth_2,wh_question,command_drop_berth_1,low_high_drop_berth_1,50,-5,1,46
debug2XaM1:debugegWPn,111,low,debug2XaM1:debugegWPn,85,high,debug2XaM1:debugegWPn,114, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_high_block_berth_1,wh_question,command_drop_berth_2,low_high_drop_berth_2,50,-5,1,46
debug2XaM1:debugegWPn,156,high,debug2XaM1:debugegWPn,170,high,debug2XaM1:debugegWPn,181, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_high_block_berth_3,wh_question,command_drop_berth_1,high_high_drop_berth_1,50,-5,1,46
debug2XaM1:debugegWPn,157,high,debug2XaM1:debugegWPn,216,high,debug2XaM1:debugegWPn,258, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_high_block_berth_1,wh_question,command_drop_berth_2,high_high_drop_berth_2,50,-5,1,46
debug2XaM1:debugegWPn,317,low,debug2XaM1:debugegWPn,326,high,debug2XaM1:debugegWPn,356, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_high_block_berth_2,wh_question,command_drop_berth_1,low_high_drop_berth_1,50,-5,1,46
debug38jlO:debugeIu8m,67,high,debug38jlO:debugeIu8m,20,medium,debug38jlO:debugeIu8m,50, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_medium_block_berth_1,wh_question,command_drop_berth_3,high_medium_drop_berth_3,50,-5,-2,43
debug38jlO:debugeIu8m,67,high,debug38jlO:debugeIu8m,38,medium,debug38jlO:debugeIu8m,40, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_medium_block_berth_1,wh_question,command_drop_berth_3,high_medium_drop_berth_3,50,-5,-2,43
debug38jlO:debugeIu8m,67,high,debug38jlO:debugeIu8m,66,medium,debug38jlO:debugeIu8m,89, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_medium_block_berth_2,wh_question,command_drop_berth_3,high_medium_drop_berth_3,50,-5,-2,43
debug38jlO:debugeIu8m,67,high,debug38jlO:debugeIu8m,144,medium,debug38jlO:debugeIu8m,158, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_medium_block_berth_2,wh_question,command_drop_berth_1,high_medium_drop_berth_1,50,-5,1,46
debug38jlO:debugeIu8m,182,high,debug38jlO:debugeIu8m,191,medium,debug38jlO:debugeIu8m,229, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_medium_block_berth_2,wh_question,command_drop_berth_3,high_medium_drop_berth_3,50,-5,-2,43
debug38jlO:debugeIu8m,182,high,debug38jlO:debugeIu8m,282,high,debug38jlO:debugeIu8m,303, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_high_block_berth_3,wh_question,command_drop_berth_1,high_high_drop_berth_1,50,-5,1,46
debug3UUWO:debug8Litr,24,high,debug3UUWO:debug8Litr,21,low,debug3UUWO:debug8Litr,9, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,high_low_block_berth_2,yn_question,command_yes_drop_berth_3,high_low_drop_berth_3,50,-5,1,46
debug3UUWO:debug8Litr,24,high,debug3UUWO:debug8Litr,66,medium,debug3UUWO:debug8Litr,70, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,high_medium_block_berth_1,yn_question,command_yes_drop_berth_2,high_medium_drop_berth_2,50,-5,1,46
debug3UUWO:debug8Litr,150,high,debug3UUWO:debug8Litr,120,medium,debug3UUWO:debug8Litr,159, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,high_medium_block_berth_3,yn_question,command_yes_drop_berth_2,high_medium_drop_berth_2,50,-5,1,46
debug3UUWO:debug8Litr,150,high,debug3UUWO:debug8Litr,233,medium,debug3UUWO:debug8Litr,253, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,high_medium_block_berth_2,yn_question,command_yes_drop_berth_3,high_medium_drop_berth_3,50,-5,1,46
debug3UUWO:debug8Litr,343,low,debug3UUWO:debug8Litr,302,medium,debug3UUWO:debug8Litr,360, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,low_medium_block_berth_2,yn_question,command_yes_drop_berth_3,high_high_drop_berth_3,50,-5,1,46
debug3UUWO:debug8Litr,452,low,debug3UUWO:debug8Litr,439,high,debug3UUWO:debug8Litr,476, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,low_high_block_berth_2,yn_question,command_yes_drop_berth_3,low_high_drop_berth_3,50,-5,1,46
debug3wQ7w:debugEoWlk,74,high,debug3wQ7w:debugEoWlk,27,low,debug3wQ7w:debugEoWlk,50, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_low_block_berth_1,wh_question,command_drop_berth_2,high_low_drop_berth_2,50,-5,1,46
debug3wQ7w:debugEoWlk,74,high,debug3wQ7w:debugEoWlk,52,medium,debug3wQ7w:debugEoWlk,54, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_medium_block_berth_1,wh_question,command_drop_berth_3,high_medium_drop_berth_3,50,-5,-2,43
debug3wQ7w:debugEoWlk,75,high,debug3wQ7w:debugEoWlk,90,low,debug3wQ7w:debugEoWlk,131, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_low_block_berth_3,wh_question,command_drop_berth_2,high_medium_drop_berth_2,50,-5,-2,43
debug3wQ7w:debugEoWlk,225,low,debug3wQ7w:debugEoWlk,214,low,debug3wQ7w:debugEoWlk,235, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_low_block_berth_2,wh_question,command_drop_berth_1,low_low_drop_berth_1,50,-5,1,46
debug3wQ7w:debugEoWlk,324,low,debug3wQ7w:debugEoWlk,276,high,debug3wQ7w:debugEoWlk,338, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_high_block_berth_1,wh_question,command_drop_berth_2,low_low_drop_berth_2,50,-5,1,46
debug3wQ7w:debugEoWlk,324,low,debug3wQ7w:debugEoWlk,425,low,debug3wQ7w:debugEoWlk,457, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_low_block_berth_3,wh_question,command_drop_berth_2,low_low_drop_berth_2,50,-5,-2,43
debug4E4G4:debugqjybg,76,high,debug4E4G4:debugqjybg,34,low,debug4E4G4:debugqjybg,9, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,high_low_block_berth_1,yn_question,command_yes_drop_berth_2,high_low_drop_berth_2,50,-5,1,46
debug4E4G4:debugqjybg,76,high,debug4E4G4:debugqjybg,76,medium,debug4E4G4:debugqjybg,78, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,high_medium_block_berth_2,yn_question,command_yes_drop_berth_3,high_medium_drop_berth_3,50,-5,1,46
debug4E4G4:debugqjybg,202,high,debug4E4G4:debugqjybg,219,medium,debug4E4G4:debugqjybg,239, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 1?,high_medium_block_berth_3,yn_question,command_yes_drop_berth_1,high_medium_drop_berth_1,50,-5,1,46
debug4E4G4:debugqjybg,316,high,debug4E4G4:debugqjybg,264,medium,debug4E4G4:debugqjybg,318, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,high_medium_block_berth_2,yn_question,command_yes_drop_berth_1,low_high_drop_berth_1,50,-5,1,46
debug4E4G4:debugqjybg,358,low,debug4E4G4:debugqjybg,394,high,debug4E4G4:debugqjybg,416, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,low_high_block_berth_1,yn_question,command_yes_drop_berth_2,high_high_drop_berth_2,50,-5,1,46
debug5hN2F:debugm0Mqj,186,high,debug5hN2F:debugm0Mqj,26,low,debug5hN2F:debugm0Mqj,13, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_low_block_berth_1,wh_question,command_drop_berth_2,high_low_drop_berth_2,50,-5,1,46
debug5hN2F:debugm0Mqj,186,high,debug5hN2F:debugm0Mqj,26,low,debug5hN2F:debugm0Mqj,62, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_low_block_berth_3,wh_question,command_drop_berth_1,high_low_drop_berth_1,50,-5,1,46
debug5hN2F:debugm0Mqj,186,high,debug5hN2F:debugm0Mqj,96,low,debug5hN2F:debugm0Mqj,128, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_low_block_berth_1,wh_question,command_drop_berth_3,high_medium_drop_berth_3,50,-5,-2,43
debug5hN2F:debugm0Mqj,186,high,debug5hN2F:debugm0Mqj,184,medium,debug5hN2F:debugm0Mqj,203, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_medium_block_berth_3,wh_question,command_drop_berth_1,low_medium_drop_berth_1,50,-5,1,46
debug5hN2F:debugm0Mqj,226,low,debug5hN2F:debugm0Mqj,241,medium,debug5hN2F:debugm0Mqj,282, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_medium_block_berth_2,wh_question,command_drop_berth_1,high_medium_drop_berth_1,50,-5,1,46
debug5hN2F:debugm0Mqj,326,low,debug5hN2F:debugm0Mqj,345,medium,debug5hN2F:debugm0Mqj,376, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_medium_block_berth_2,wh_question,command_drop_berth_3,low_medium_drop_berth_3,50,-5,-2,43
debug65itb:debugSfgze,302,high,debug65itb:debugSfgze,13,low,debug65itb:debugSfgze,9, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,high_low_block_berth_2,yn_question,command_yes_drop_berth_1,high_low_drop_berth_1,50,-5,1,46
debug65itb:debugSfgze,302,high,debug65itb:debugSfgze,30,medium,debug65itb:debugSfgze,33, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,high_medium_block_berth_2,yn_question,command_yes_drop_berth_1,high_medium_drop_berth_1,50,-5,1,46
debug65itb:debugSfgze,302,high,debug65itb:debugSfgze,132,medium,debug65itb:debugSfgze,145, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,high_medium_block_berth_3,yn_question,command_yes_drop_berth_2,high_high_drop_berth_2,50,-5,1,46
debug65itb:debugSfgze,302,high,debug65itb:debugSfgze,172,high,debug65itb:debugSfgze,220, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,high_high_block_berth_3,yn_question,command_yes_drop_berth_2,high_medium_drop_berth_2,50,-5,1,46
debug65itb:debugSfgze,302,high,debug65itb:debugSfgze,273,medium,debug65itb:debugSfgze,295, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,high_medium_block_berth_3,yn_question,command_yes_drop_berth_2,high_medium_drop_berth_2,50,-5,1,46
debug6kpd5:debugVcDXj,52,high,debug6kpd5:debugVcDXj,27,low,debug6kpd5:debugVcDXj,12, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,high_low_block_berth_3,yn_question,command_yes_drop_berth_2,high_low_drop_berth_2,50,-5,1,46
debug6kpd5:debugVcDXj,53,high,debug6kpd5:debugVcDXj,59,medium,debug6kpd5:debugVcDXj,63, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 2?,high_medium_block_berth_1,yn_question,command_yes_drop_berth_2,high_medium_drop_berth_2,50,-5,1,46
debug8iX4A:debugfazcI,76,high,debug8iX4A:debugfazcI,21,low,debug8iX4A:debugfazcI,50, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_low_block_berth_1,wh_question,command_drop_berth_2,high_low_drop_berth_2,50,-5,1,46
debug8iX4A:debugfazcI,76,high,debug8iX4A:debugfazcI,61,low,debug8iX4A:debugfazcI,63, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_low_block_berth_3,wh_question,command_drop_berth_1,high_low_drop_berth_1,50,-5,1,46
debug8iX4A:debugfazcI,76,high,debug8iX4A:debugfazcI,503,low,debug8iX4A:debugfazcI,133, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_low_block_berth_2,wh_question,command_drop_berth_1,high_low_drop_berth_1,50,-5,1,46
debug8iX4A:debugfazcI,76,high,debug8iX4A:debugfazcI,206,low,debug8iX4A:debugfazcI,228, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_low_block_berth_3,wh_question,command_drop_berth_1,high_low_drop_berth_1,50,-5,1,46
debug8iX4A:debugfazcI,299,high,debug8iX4A:debugfazcI,271,low,debug8iX4A:debugfazcI,325, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_low_block_berth_3,wh_question,command_drop_berth_1,low_low_drop_berth_1,50,-5,1,46
